scenario,description,category,generated_video_name
0230_perspective-center_take-2_trimmed-balls-collide.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A light-colored wooden tabletop with two pipes at the edges. The blue and the yellow tennis ball roll out of the pipes and collide with the same speed.,Solid Mechanics,0230_perspective-center_trimmed-balls-collide.mp4
0231_perspective-right_take-2_trimmed-balls-collide.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A light-colored wooden tabletop with two pipes at the edges. The blue and the yellow tennis ball roll out of the pipes and collide with the same speed.,Solid Mechanics,0231_perspective-right_trimmed-balls-collide.mp4
0232_perspective-left_take-2_trimmed-block-domino.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A row of colorful wooden blocks has been lined up on a wooden table next to a black platform. The wooden stick attached to the black platform rotates clockwise and hits the first block.,Solid Mechanics,0232_perspective-left_trimmed-block-domino.mp4
0233_perspective-center_take-2_trimmed-block-domino.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A row of colorful wooden blocks has been lined up on a wooden table next to a black platform. The wooden stick attached to the black platform rotates clockwise and hits the first block.,Solid Mechanics,0233_perspective-center_trimmed-block-domino.mp4
0234_perspective-right_take-2_trimmed-block-domino.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A row of colorful wooden blocks has been lined up on a wooden table next to a black platform. The wooden stick attached to the black platform rotates clockwise and hits the first block.,Solid Mechanics,0234_perspective-right_trimmed-block-domino.mp4
0238_perspective-left_take-2_trimmed-cut-orange.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. One half of a tangerine has been placed on a glass cutting board. The knife slices through the tangerine.,Solid Mechanics,0238_perspective-left_trimmed-cut-orange.mp4
0239_perspective-center_take-2_trimmed-cut-orange.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. One half of a tangerine has been placed on a glass cutting board. The knife slices through the tangerine.,Solid Mechanics,0239_perspective-center_trimmed-cut-orange.mp4
0240_perspective-right_take-2_trimmed-cut-orange.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. One half of a tangerine has been placed on a glass cutting board. The knife slices through the tangerine.,Solid Mechanics,0240_perspective-right_trimmed-cut-orange.mp4
0241_perspective-left_take-2_trimmed-cut-paper.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. Two blue-black grabber tools pull the piece of green paper from opposite corners, causing it to tear.",Solid Mechanics,0241_perspective-left_trimmed-cut-paper.mp4
0242_perspective-center_take-2_trimmed-cut-paper.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. Two blue-black grabber tools pull the piece of green paper from opposite corners, causing it to tear.",Solid Mechanics,0242_perspective-center_trimmed-cut-paper.mp4
0243_perspective-right_take-2_trimmed-cut-paper.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. Two blue-black grabber tools pull the piece of green paper from opposite corners, causing it to tear.",Solid Mechanics,0243_perspective-right_trimmed-cut-paper.mp4
0247_perspective-left_take-2_trimmed-dominos-with-space.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. Two rows of alternating black and white dominoes have been set up on a wooden table with a gap between the two rows. The wooden stick attached to the black platform rotates clockwise and knocks the first domino.,Solid Mechanics,0247_perspective-left_trimmed-dominos-with-space.mp4
0248_perspective-center_take-2_trimmed-dominos-with-space.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. Two rows of alternating black and white dominoes have been set up on a wooden table with a gap between the two rows. The wooden stick attached to the black platform rotates clockwise and knocks the first domino.,Solid Mechanics,0248_perspective-center_trimmed-dominos-with-space.mp4
0249_perspective-right_take-2_trimmed-dominos-with-space.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. Two rows of alternating black and white dominoes have been set up on a wooden table with a gap between the two rows. The wooden stick attached to the black platform rotates clockwise and knocks the first domino.,Solid Mechanics,0249_perspective-right_trimmed-dominos-with-space.mp4
0250_perspective-left_take-2_trimmed-double-cradle.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue-black grabber tool was holding two metal balls at the position of the amplitude of the Newton's cradle. The Newton's cradle with five metal balls is sitting on a table. Two metal balls of the Newton's cradle device are released by the blue-black grabber tool.,Solid Mechanics,0250_perspective-left_trimmed-double-cradle.mp4
0251_perspective-center_take-2_trimmed-double-cradle.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue-black grabber tool was holding two metal balls at the position of the amplitude of the Newton's cradle. The Newton's cradle with five metal balls is sitting on a table. Two metal balls of the Newton's cradle device are released by the blue-black grabber tool.,Solid Mechanics,0251_perspective-center_trimmed-double-cradle.mp4
0252_perspective-right_take-2_trimmed-double-cradle.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue-black grabber tool was holding two metal balls at the position of the amplitude of the Newton's cradle. The Newton's cradle with five metal balls is sitting on a table. Two metal balls of the Newton's cradle device are released by the blue-black grabber tool.,Solid Mechanics,0252_perspective-right_trimmed-double-cradle.mp4
0253_perspective-left_take-2_trimmed-duck-and-dominos.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A yellow rubber duck has been positioned in the middle of a line of black and white dominoes on a wooden table. The wooden stick attached to the black platform rotates clockwise and knocks the first domino block.,Solid Mechanics,0253_perspective-left_trimmed-duck-and-dominos.mp4
0254_perspective-center_take-2_trimmed-duck-and-dominos.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A yellow rubber duck has been positioned in the middle of a line of black and white dominoes on a wooden table. The wooden stick attached to the black platform rotates clockwise and knocks the first domino block.,Solid Mechanics,0254_perspective-center_trimmed-duck-and-dominos.mp4
0255_perspective-right_take-2_trimmed-duck-and-dominos.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A yellow rubber duck has been positioned in the middle of a line of black and white dominoes on a wooden table. The wooden stick attached to the black platform rotates clockwise and knocks the first domino block.,Solid Mechanics,0255_perspective-right_trimmed-duck-and-dominos.mp4
0256_perspective-left_take-2_trimmed-duck-falls-in-box.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. An orange-black grabber tool is suspended above the open dark green fabric box on a wooden table. The orange-black grabber tool releases the yellow rubber duck above the open dark green fabric box.,Solid Mechanics,0256_perspective-left_trimmed-duck-falls-in-box.mp4
0257_perspective-center_take-2_trimmed-duck-falls-in-box.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. An orange-black grabber tool is suspended above the open dark green fabric box on a wooden table. The orange-black grabber tool releases the yellow rubber duck above the open dark green fabric box.,Solid Mechanics,0257_perspective-center_trimmed-duck-falls-in-box.mp4
0258_perspective-right_take-2_trimmed-duck-falls-in-box.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. An orange-black grabber tool is suspended above the open dark green fabric box on a wooden table. The orange-black grabber tool releases the yellow rubber duck above the open dark green fabric box.,Solid Mechanics,0258_perspective-right_trimmed-duck-falls-in-box.mp4
0259_perspective-left_take-2_trimmed-duck-static.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. Behind the wooden table is a plain white background. The yellow rubber duck sits stationary on a light brown wooden table.,Solid Mechanics,0259_perspective-left_trimmed-duck-static.mp4
0260_perspective-center_take-2_trimmed-duck-static.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. Behind the wooden table is a plain white background. The yellow rubber duck sits stationary on a light brown wooden table.,Solid Mechanics,0260_perspective-center_trimmed-duck-static.mp4
0261_perspective-right_take-2_trimmed-duck-static.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. Behind the wooden table is a plain white background. The yellow rubber duck sits stationary on a light brown wooden table.,Solid Mechanics,0261_perspective-right_trimmed-duck-static.mp4
0295_perspective-left_take-2_trimmed-magnet-transparent-peakaboo.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The clear acrylic box was suspended over the tennis ball with a smiley face. The tennis ball with the smiley is positioned on a wooden table. The clear acrylic box hanging from an orange cord lowers to cover the tennis ball with a smiley face.,Solid Mechanics,0295_perspective-left_trimmed-magnet-transparent-peakaboo.mp4
0296_perspective-center_take-2_trimmed-magnet-transparent-peakaboo.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The clear acrylic box was suspended over the tennis ball with a smiley face. The tennis ball with the smiley is positioned on a wooden table. The clear acrylic box hanging from an orange cord lowers to cover the tennis ball with a smiley face.,Solid Mechanics,0296_perspective-center_trimmed-magnet-transparent-peakaboo.mp4
0297_perspective-right_take-2_trimmed-magnet-transparent-peakaboo.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The clear acrylic box was suspended over the tennis ball with a smiley face. The tennis ball with the smiley is positioned on a wooden table. The clear acrylic box hanging from an orange cord lowers to cover the tennis ball with a smiley face.,Solid Mechanics,0297_perspective-right_trimmed-magnet-transparent-peakaboo.mp4
0301_perspective-left_take-2_trimmed-marble-run-x.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The magnetic ramps are attached to a whiteboard for a game of marble run. The yellow glass marble is released at the top of the ramps and then slides down the magnetic ramps.,Solid Mechanics,0301_perspective-left_trimmed-marble-run-x.mp4
0302_perspective-center_take-2_trimmed-marble-run-x.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The magnetic ramps are attached to a whiteboard for a game of marble run. The yellow glass marble is released at the top of the ramps and then slides down the magnetic ramps.,Solid Mechanics,0302_perspective-center_trimmed-marble-run-x.mp4
0303_perspective-right_take-2_trimmed-marble-run-x.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The magnetic ramps are attached to a whiteboard for a game of marble run. The yellow glass marble is released at the top of the ramps and then slides down the magnetic ramps.,Solid Mechanics,0303_perspective-right_trimmed-marble-run-x.mp4
0304_perspective-left_take-2_trimmed-marble-run-y.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The magnetic ramps are attached to a whiteboard for a game of marble run. The yellow glass marble is released at the top of the ramps and then slides down the magnetic ramps.,Solid Mechanics,0304_perspective-left_trimmed-marble-run-y.mp4
0305_perspective-center_take-2_trimmed-marble-run-y.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The magnetic ramps are attached to a whiteboard for a game of marble run. The yellow glass marble is released at the top of the ramps and then slides down the magnetic ramps.,Solid Mechanics,0305_perspective-center_trimmed-marble-run-y.mp4
0306_perspective-right_take-2_trimmed-marble-run-y.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The magnetic ramps are attached to a whiteboard for a game of marble run. The yellow glass marble is released at the top of the ramps and then slides down the magnetic ramps.,Solid Mechanics,0306_perspective-right_trimmed-marble-run-y.mp4
0322_perspective-left_take-2_trimmed-mug-breaks.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue-black grabber tool was holding the yellow ceramic mug. The blue-black grabber tool is suspended over the ceramic block in front of a white projection screen. The blue-black grabber releases the yellow ceramic mug over the concrete brick.,Solid Mechanics,0322_perspective-left_trimmed-mug-breaks.mp4
0323_perspective-center_take-2_trimmed-mug-breaks.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue-black grabber tool was holding the yellow ceramic mug. The blue-black grabber tool is suspended over the ceramic block in front of a white projection screen. The blue-black grabber releases the yellow ceramic mug over the concrete brick.,Solid Mechanics,0323_perspective-center_trimmed-mug-breaks.mp4
0324_perspective-right_take-2_trimmed-mug-breaks.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue-black grabber tool was holding the yellow ceramic mug. The blue-black grabber tool is suspended over the ceramic block in front of a white projection screen. The blue-black grabber releases the yellow ceramic mug over the concrete brick.,Solid Mechanics,0324_perspective-right_trimmed-mug-breaks.mp4
0343_perspective-left_take-2_trimmed-roll-behind-box.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A small white lampshade is on a light wooden table and a black tube points from the left side to the right side. The grey tennis ball rolls from the left straight out of the black tube over the entire table.,Solid Mechanics,0343_perspective-left_trimmed-roll-behind-box.mp4
0344_perspective-center_take-2_trimmed-roll-behind-box.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A small white lampshade is on a light wooden table and a black tube points from the left side to the right side. The grey tennis ball rolls from the left straight out of the black tube over the entire table.,Solid Mechanics,0344_perspective-center_trimmed-roll-behind-box.mp4
0345_perspective-right_take-2_trimmed-roll-behind-box.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A small white lampshade is on a light wooden table and a black tube points from the left side to the right side. The grey tennis ball rolls from the left straight out of the black tube over the entire table.,Solid Mechanics,0345_perspective-right_trimmed-roll-behind-box.mp4
0346_perspective-left_take-2_trimmed-roll-front-box.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A small white lampshade is on a light wooden table and a black tube points from the left side to the right side. The brown tennis ball rolls from the left straight out of the black tube over the entire table.,Solid Mechanics,0346_perspective-left_trimmed-roll-front-box.mp4
0347_perspective-center_take-2_trimmed-roll-front-box.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A small white lampshade is on a light wooden table and a black tube points from the left side to the right side. The brown tennis ball rolls from the left straight out of the black tube over the entire table.,Solid Mechanics,0347_perspective-center_trimmed-roll-front-box.mp4
0348_perspective-right_take-2_trimmed-roll-front-box.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A small white lampshade is on a light wooden table and a black tube points from the left side to the right side. The brown tennis ball rolls from the left straight out of the black tube over the entire table.,Solid Mechanics,0348_perspective-right_trimmed-roll-front-box.mp4
0349_perspective-left_take-2_trimmed-roll-in-box.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The olive green fabric box is on a light wooden table and a black tube points from the left side to the right side. The brown tennis ball rolls from the left straight out of the black tube and hits the olive green fabric box.,Solid Mechanics,0349_perspective-left_trimmed-roll-in-box.mp4
0350_perspective-center_take-2_trimmed-roll-in-box.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The olive green fabric box is on a light wooden table and a black tube points from the left side to the right side. The brown tennis ball rolls from the left straight out of the black tube and hits the olive green fabric box.,Solid Mechanics,0350_perspective-center_trimmed-roll-in-box.mp4
0351_perspective-right_take-2_trimmed-roll-in-box.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The olive green fabric box is on a light wooden table and a black tube points from the left side to the right side. The brown tennis ball rolls from the left straight out of the black tube and hits the olive green fabric box.,Solid Mechanics,0351_perspective-right_trimmed-roll-in-box.mp4
0355_perspective-left_take-2_trimmed-silk-cover.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The teapot is on a wooden table. The piece of silk fabric is lowered over the teapot and covers it.,Solid Mechanics,0355_perspective-left_trimmed-silk-cover.mp4
0356_perspective-center_take-2_trimmed-silk-cover.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The teapot is on a wooden table. The piece of silk fabric is lowered over the teapot and covers it.,Solid Mechanics,0356_perspective-center_trimmed-silk-cover.mp4
0357_perspective-right_take-2_trimmed-silk-cover.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The teapot is on a wooden table. The piece of silk fabric is lowered over the teapot and covers it.,Solid Mechanics,0357_perspective-right_trimmed-silk-cover.mp4
0358_perspective-left_take-2_trimmed-single-cradle.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue-black grabber tool was holding one metal ball at the position of the amplitude of the Newton's cradle. The Newton's cradle with five metal balls is sitting on a table. One metal ball of the Newton's cradle device is released by the blue-black grabber tool.,Solid Mechanics,0358_perspective-left_trimmed-single-cradle.mp4
0359_perspective-center_take-2_trimmed-single-cradle.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue-black grabber tool was holding one metal ball at the position of the amplitude of the Newton's cradle. The Newton's cradle with five metal balls is sitting on a table. One metal ball of the Newton's cradle device is released by the blue-black grabber tool.,Solid Mechanics,0359_perspective-center_trimmed-single-cradle.mp4
0360_perspective-right_take-2_trimmed-single-cradle.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The blue-black grabber tool was holding one metal ball at the position of the amplitude of the Newton's cradle. The Newton's cradle with five metal balls is sitting on a table. One metal ball of the Newton's cradle device is released by the blue-black grabber tool.,Solid Mechanics,0360_perspective-right_trimmed-single-cradle.mp4
0364_perspective-left_take-2_trimmed-smiley-ball-rotates.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The tennis ball with a smiley face rotates slowly clockwise on the black platform.,Solid Mechanics,0364_perspective-left_trimmed-smiley-ball-rotates.mp4
0365_perspective-center_take-2_trimmed-smiley-ball-rotates.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The tennis ball with a smiley face rotates slowly clockwise on the black platform.,Solid Mechanics,0365_perspective-center_trimmed-smiley-ball-rotates.mp4
0366_perspective-right_take-2_trimmed-smiley-ball-rotates.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The tennis ball with a smiley face rotates slowly clockwise on the black platform.,Solid Mechanics,0366_perspective-right_trimmed-smiley-ball-rotates.mp4
0367_perspective-left_take-2_trimmed-solid-ball-peakaboo.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The orange tennis ball is on the table. The woven basket is attached to a strong magnet that is connected to an orange cord. The woven basket hanging on an orange cord covers the ball and is then lifted to the top of the frame.,Solid Mechanics,0367_perspective-left_trimmed-solid-ball-peakaboo.mp4
0368_perspective-center_take-2_trimmed-solid-ball-peakaboo.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The orange tennis ball is on the table. The woven basket is attached to a strong magnet that is connected to an orange cord. The woven basket hanging on an orange cord covers the ball and is then lifted to the top of the frame.,Solid Mechanics,0368_perspective-center_trimmed-solid-ball-peakaboo.mp4
0369_perspective-right_take-2_trimmed-solid-ball-peakaboo.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The orange tennis ball is on the table. The woven basket is attached to a strong magnet that is connected to an orange cord. The woven basket hanging on an orange cord covers the ball and is then lifted to the top of the frame.,Solid Mechanics,0369_perspective-right_trimmed-solid-ball-peakaboo.mp4
0370_perspective-left_take-2_trimmed-stable-blocks.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A pink block is carefully placed atop a simple structure of colorful blocks that resembles a gate by a blue-black grabber tool that then retracts upward.,Solid Mechanics,0370_perspective-left_trimmed-stable-blocks.mp4
0371_perspective-center_take-2_trimmed-stable-blocks.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A pink block is carefully placed atop a simple structure of colorful blocks that resembles a gate by a blue-black grabber tool that then retracts upward.,Solid Mechanics,0371_perspective-center_trimmed-stable-blocks.mp4
0372_perspective-right_take-2_trimmed-stable-blocks.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. A pink block is carefully placed atop a simple structure of colorful blocks that resembles a gate by a blue-black grabber tool that then retracts upward.,Solid Mechanics,0372_perspective-right_trimmed-stable-blocks.mp4
0373_perspective-left_take-2_trimmed-teapot-rotates.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The teapot sits on the black platform. The teapot rotates slowly clockwise on the black platform.,Solid Mechanics,0373_perspective-left_trimmed-teapot-rotates.mp4
0374_perspective-center_take-2_trimmed-teapot-rotates.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The teapot sits on the black platform. The teapot rotates slowly clockwise on the black platform.,Solid Mechanics,0374_perspective-center_trimmed-teapot-rotates.mp4
0375_perspective-right_take-2_trimmed-teapot-rotates.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The teapot sits on the black platform. The teapot rotates slowly clockwise on the black platform.,Solid Mechanics,0375_perspective-right_trimmed-teapot-rotates.mp4
0376_perspective-left_take-2_trimmed-two-balls-pass.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The two black pipes are on opposite sides of the light-colored wooden table, but offset of each other. The brown and the grey tennis balls roll with high speed straight out of the two black pipes.",Solid Mechanics,0376_perspective-left_trimmed-two-balls-pass.mp4
0377_perspective-center_take-2_trimmed-two-balls-pass.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The two black pipes are on opposite sides of the light-colored wooden table, but offset of each other. The brown and the grey tennis balls roll with high speed straight out of the two black pipes.",Solid Mechanics,0377_perspective-center_trimmed-two-balls-pass.mp4
0378_perspective-right_take-2_trimmed-two-balls-pass.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The two black pipes are on opposite sides of the light-colored wooden table, but offset of each other. The brown and the grey tennis balls roll with high speed straight out of the two black pipes.",Solid Mechanics,0378_perspective-right_trimmed-two-balls-pass.mp4
0379_perspective-left_take-2_trimmed-unstable-block-stack.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The yellow block is balanced on the red block, forming an L shape. The blue wooden block is placed by the orange-black grabber tool atop the yellow block.",Solid Mechanics,0379_perspective-left_trimmed-unstable-block-stack.mp4
0380_perspective-center_take-2_trimmed-unstable-block-stack.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The yellow block is balanced on the red block, forming an L shape. The blue wooden block is placed by the orange-black grabber tool atop the yellow block.",Solid Mechanics,0380_perspective-center_trimmed-unstable-block-stack.mp4
0381_perspective-right_take-2_trimmed-unstable-block-stack.mp4,"Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The yellow block is balanced on the red block, forming an L shape. The blue wooden block is placed by the orange-black grabber tool atop the yellow block.",Solid Mechanics,0381_perspective-right_trimmed-unstable-block-stack.mp4
0385_perspective-left_take-2_trimmed-weight-on-ceramic.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The yellow ceramic mug is on a wooden table. The 30lb kettlebell is placed on top of the yellow ceramic mug.,Solid Mechanics,0385_perspective-left_trimmed-weight-on-ceramic.mp4
0386_perspective-center_take-2_trimmed-weight-on-ceramic.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The yellow ceramic mug is on a wooden table. The 30lb kettlebell is placed on top of the yellow ceramic mug.,Solid Mechanics,0386_perspective-center_trimmed-weight-on-ceramic.mp4
0387_perspective-right_take-2_trimmed-weight-on-ceramic.mp4,Static locked-off single-shot with fixed frame throughout filmed with constant framerate in real-time. The scene shows a realistic scientific demonstration. The scene only contains the described setup and actions. The yellow ceramic mug is on a wooden table. The 30lb kettlebell is placed on top of the yellow ceramic mug.,Solid Mechanics,0387_perspective-right_trimmed-weight-on-ceramic.mp4
